"","Family","Genus","sci_name","nutrient_data","ctmax_estimate","gl_fish","mean_temp","sd_temp"
"1060","Engraulidae","Stolephorus","Stolephorus tri","Y",NA,NA,28.0054618398794,0.978746852019855
"1061","Engraulidae","Stolephorus","Stolephorus waitei","Y",NA,NA,26.9476612043438,1.31480554042621
"1062","Stromateidae","Stromateus","Stromateus brasiliensis","Y",NA,NA,14.3426874529914,2.19290730417288
"1063","Paralichthyidae","Syacium","Syacium gunteri","Y",NA,NA,27.4381800290382,1.67836424433053
"1064","Labridae","Symphodus","Symphodus ocellatus",NA,"Y",NA,22.9086594795796,2.81882231407964
"1065","Cichlidae","Symphysodon","Symphysodon discus","Y",NA,NA,28.4214492308157,0.449869578504656
"1066","Acropomatidae","Synagrops","Synagrops japonicus","Y",NA,NA,24.6495528944832,3.45536171891879
"1067",NA,"Synaptura","Synaptura cadenati","Y",NA,NA,27.6227657567933,0.949800439670084
"1068","Mochokidae","Synodontis","Synodontis victoriae","Y",NA,NA,22.0590985312084,2.06439437782104
"1069","Synodontidae","Synodus","Synodus foetens","Y",NA,NA,26.9864850412603,2.53885354353375
"1070",NA,"Systomus","Systomus sarana","Y",NA,NA,24.2713432329055,8.1910192428172
"1071",NA,"Tachysurus","Tachysurus dumerili","Y",NA,NA,23.1481117380025,4.77548365272651
"1072",NA,NA,"Tachysurus sinensis",NA,NA,NA,27.7704695062323,2.14969327551376
"1073","Dasyatidae","Taeniura","Taeniura lymma",NA,"Y",NA,28.2302801287878,2.06420084111965
"1074","Tetraodontidae","Takifugu","Takifugu oblongus","Y",NA,NA,27.5512353392265,2.19057814050192
"1075","Cyprinidae","Tanichthys","Tanichthys albonubes",NA,"Y",NA,25.4711448087629,3.38367501239081
"1076","Labridae","Tautogolabrus","Tautogolabrus adspersus",NA,"Y",NA,8.11995105529236,6.51748811828356
"1077","Clupeidae","Tenualosa","Tenualosa ilisha","Y",NA,NA,26.9625238095969,3.74330513068272
"1078","Clupeidae","Tenualosa","Tenualosa macrura","Y",NA,NA,28.0866758492695,1.10926648476602
"1079","Terapontidae","Terapon","Terapon jarbua",NA,"Y",NA,25.5782205389002,5.95258539259143
"1080","Terapontidae","Terapon","Terapon theraps",NA,"Y",NA,27.8576973371703,2.31968822471482
"1081","Labridae","Thalassoma","Thalassoma lucasanum",NA,"Y",NA,25.3265652192241,3.81378000899968
"1082","Osmeridae","Thaleichthys","Thaleichthys pacificus","Y",NA,NA,9.0010759928093,4.49889613251365
"1083","Engraulidae","Thryssa","Thryssa dussumieri","Y",NA,NA,28.1324874136186,1.45620025149766
"1084","Engraulidae","Thryssa","Thryssa kammalensis","Y",NA,NA,27.7060976136143,1.49793434111985
"1085","Engraulidae","Thryssa","Thryssa purava","Y",NA,NA,28.4659414210807,1.26229107972688
"1086","Scombridae","Thunnus","Thunnus alalunga","Y",NA,NA,23.4589687213331,5.21601169159391
"1087","Scombridae","Thunnus","Thunnus albacares","Y",NA,NA,25.4293357648566,3.420194154609
"1088","Scombridae","Thunnus","Thunnus orientalis","Y",NA,NA,22.2231571338605,6.62271863489506
"1089","Scombridae","Thunnus","Thunnus thynnus","Y",NA,NA,19.7473982911235,7.52496439975164
"1090","Salmonidae","Thymallus","Thymallus arcticus","Y","Y",NA,4.90706842658126,3.9165545858617
"1091","Salmonidae","Thymallus","Thymallus baicalensis","Y",NA,NA,7.97661010559269,4.81081938090265
"1092","Salmonidae","Thymallus","Thymallus thymallus","Y","Y",NA,8.26704091059412,5.86738665046343
"1093","Cyprinidae","Thynnichthys","Thynnichthys thynnoides","Y",NA,NA,26.7108566422214,2.19479962690455
"1094","Cyprinidae","Tinca","Tinca tinca","Y","Y",NA,10.6922933275956,6.90658423337375
"1095","Cyprinidae","Tor","Tor putitora","Y","Y",NA,21.3581975816461,8.95070951927264
"1096","Cyprinidae","Tor","Tor soro","Y",NA,NA,26.7804098634824,1.56737682935681
"1097","Carangidae","Trachinotus","Trachinotus blochii","Y",NA,NA,28.0321606856009,2.19060871359793
"1098","Carangidae","Trachinotus","Trachinotus carolinus",NA,"Y",NA,26.4428675996828,3.14220105605726
"1099","Carangidae","Trachinotus","Trachinotus mookalee","Y",NA,NA,29.4855329853193,2.45528106791165
"1100","Carangidae","Trachinotus","Trachinotus ovatus","Y",NA,NA,23.6001011161359,2.70980152865997
"1101","Carangidae","Trachinotus","Trachinotus paitensis",NA,"Y",NA,24.8041925533985,4.34265152113344
"1102","Trachinidae","Trachinus","Trachinus draco","Y",NA,NA,19.5057650315658,4.27975415969509
"1103","Carangidae","Trachurus","Trachurus japonicus",NA,"Y",NA,24.0079364625616,3.94143570061178
"1104","Carangidae","Trachurus","Trachurus lathami","Y",NA,NA,25.5721545494779,4.30970787635845
"1105","Carangidae","Trachurus","Trachurus mediterraneus","Y",NA,NA,22.2208553372186,3.3373763975259
"1106","Carangidae","Trachurus","Trachurus murphyi","Y",NA,NA,18.7017320883391,4.15705938404524
"1107","Carangidae","Trachurus","Trachurus trachurus","Y",NA,NA,19.9758167845818,6.03257931448896
"1108","Carangidae","Trachurus","Trachurus trecae","Y",NA,NA,25.4070173627165,2.21870123637166
"1109","Nototheniidae","Trematomus","Trematomus bernacchii","Y","Y",NA,-0.633068980052948,1.80519578502273
"1110","Nototheniidae","Trematomus","Trematomus eulepidotus","Y",NA,NA,-0.23842055550305,1.93308067559714
"1111","Nototheniidae","Trematomus","Trematomus hansoni","Y","Y",NA,-0.292764507602541,1.3654100967294
"1112","Nototheniidae","Trematomus","Trematomus lepidorhinus","Y",NA,NA,-0.576332610382169,0.297469472196468
"1113","Nototheniidae","Trematomus","Trematomus pennellii","Y","Y",NA,-0.643963821327043,0.494953334715349
"1114","Nototheniidae","Trematomus","Trematomus scotti","Y",NA,NA,-0.424230591020118,1.23565908926979
"1115","Trichiuridae","Trichiurus","Trichiurus lepturus","Y",NA,NA,26.5498002639557,3.11234166708499
"1116","Ditrichaceae","Trichodon","Trichodon trichodon","Y",NA,NA,8.08288541710919,3.38219475832809
"1117","Osphronemidae","Trichogaster","Trichogaster fasciata","Y",NA,NA,24.3483353836809,7.73178607695559
"1118","Osphronemidae","Trichogaster","Trichogaster lalius","Y",NA,NA,26.2151986503924,6.75679001045447
"1119",NA,"Trichopodus","Trichopodus microlepis","Y",NA,NA,28.448386236288,1.02151579486193
"1120",NA,"Trichopodus","Trichopodus pectoralis","Y",NA,NA,26.7346664066353,2.12101370041547
"1121","Gobiidae","Tridentiger","Tridentiger bifasciatus",NA,"Y",NA,13.3342641937595,9.10514780165926
"1122","Triglidae","Trigla","Trigla lyra","Y",NA,NA,24.163325359568,3.04865777258342
"1123","Gadidae","Trisopterus","Trisopterus luscus","Y",NA,NA,15.4317982653875,1.69115208145002
"1124","Gadidae","Trisopterus","Trisopterus minutus","Y",NA,NA,12.9018276820096,3.09581630412796
"1125","Gobiidae","Trypauchen","Trypauchen vagina","Y",NA,NA,28.2247370543667,2.12232797421591
"1126","Belonidae","Tylosurus","Tylosurus crocodilus","Y",NA,NA,27.2066839902291,2.30533837334741
"1127","Umbridae","Umbra","Umbra limi",NA,"Y","Y",11.3522560124472,6.3348892646885
"1128","Sciaenidae","Umbrina","Umbrina cirrosa","Y",NA,NA,21.8316173452567,3.5478100677785
"1129","Mullidae","Upeneus","Upeneus moluccensis","Y",NA,NA,26.9639093068765,2.2936568223927
"1130","Mullidae","Upeneus","Upeneus parvus","Y",NA,NA,26.985299671442,3.12760717760058
"1131","Uranoscopidae","Uranoscopus","Uranoscopus scaber","Y",NA,NA,23.0080371102301,1.96238103456591
"1132","Siluridae","Wallago","Wallago attu","Y",NA,NA,26.1826577375354,5.56452395837375
"1133","Belonidae","Xenentodon","Xenentodon cancila","Y",NA,NA,25.131736954791,7.06862296172244
"1134","Xiphiidae","Xiphias","Xiphias gladius","Y",NA,NA,21.8616416456762,6.6930630028626
"1135","Poeciliidae","Xiphophorus","Xiphophorus maculatus",NA,"Y",NA,26.2991477426899,3.07379484325176
"1136","Poeciliidae","Xiphophorus","Xiphophorus variatus",NA,"Y",NA,13.9229002662755,8.97263678954895
"1137","Catostomidae","Xyrauchen","Xyrauchen texanus",NA,"Y",NA,19.5868881565553,7.5302257892926
"1138","Zaproridae","Zaprora","Zaprora silenus","Y",NA,NA,7.68133701886277,1.98389056250345
"1139",NA,"Zearaja","Zearaja chilensis","Y",NA,NA,13.721766014212,2.07633412527383
"1140","Acanthuridae","Zebrasoma","Zebrasoma desjardinii","Y",NA,NA,28.0368978068477,2.01004780585804
"1141","Zeidae","Zeus","Zeus faber","Y",NA,NA,16.1212154496008,4.75414245384899
"1142","Zoarcidae","Zoarces","Zoarces elongatus","Y",NA,NA,11.5403702381208,6.89907121410058
"1143","Pimelodidae","Zungaro","Zungaro zungaro","Y",NA,NA,25.3870390418094,4.07561847556316
